"Invoice";"InboundDate";"Supplier";"OrderDate";"InvoiceDate"
"FFCC142931";"2014-11-12";"PROV1441";"2014-10-22";"2014-11-15"
"FFCC142932";"2014-11-28";"PROV1129";"2014-11-20";"2014-12-01"
"FFCC142933";"2014-11-30";"PROV41000980";"2014-10-16";"2014-12-03"
"FFCC142947";"2014-11-27";"PROV41001800";"2014-11-02";"2014-11-30"
"FFCC142948";"2014-11-10";"PROV1485";"2014-09-27";"2014-11-13"
"FFCC142962";"2014-11-07";"PROV40000500";"2014-10-11";"2014-11-10"
"FFCC142975";"2014-11-30";"PROV40002220";"2014-11-06";"2014-12-03"
"FFCC142979";"2014-11-06";"PROV1428";"2014-10-18";"2014-11-09"
"FFCC142983";"2014-11-20";"PROV1397";"2014-10-20";"2014-11-23"
"FFCC142993";"2014-11-30";"PROV40000520";"2014-10-23";"2014-12-03"
"FFCC142995";"2014-11-17";"PROV1597";"2014-10-04";"2014-11-20"
"FFCC142996";"2014-11-08";"PROV1649";"2014-11-02";"2014-11-11"
"FFCC142997";"2014-11-21";"PROV40000520";"2014-10-09";"2014-11-24"
"FFCC142998";"2014-11-14";"PROV40000520";"2014-10-20";"2014-11-17"
"FFCC142999";"2014-11-03";"PROV1441";"2014-10-17";"2014-11-06"
"FFCC143004";"2014-11-30";"PROV40000187";"2014-10-24";"2014-12-03"
"FFCC143017";"2014-11-24";"PROV40001825";"2014-09-28";"2014-11-27"
"FFCC143019";"2014-11-20";"PROV1027";"2014-10-24";"2014-11-23"
"FFCC143026";"2014-11-30";"PROV1781";"2014-10-16";"2014-12-03"
"FFCC143027";"2014-11-28";"PROV40000187";"2014-10-24";"2014-12-01"
"FFCC143038";"2014-12-12";"PROV40000500";"2014-10-28";"2014-12-15"
"FFCC143039";"2014-12-04";"PROV1027";"2014-10-25";"2014-12-07"
"FFCC143043";"2014-12-11";"PROV1725";"2014-10-12";"2014-12-14"
"FFCC143045";"2014-12-19";"PROV40002720";"2014-12-01";"2014-12-22"
"FFCC143047";"2014-12-11";"PROV40001000";"2014-10-26";"2014-12-14"
"FFCC143062";"2014-12-11";"PROV1441";"2014-11-21";"2014-12-14"
"FFCC143074";"2014-12-15";"PROV1129";"2014-12-12";"2014-12-18"
"FFCC143083";"2014-12-01";"PROV1170";"2014-10-17";"2014-12-04"
"FFCC143085";"2014-12-01";"PROV1441";"2014-10-18";"2014-12-04"
"FFCC143087";"2014-12-01";"PROV40001825";"2014-11-03";"2014-12-04"
"FFCC143092";"2014-12-19";"PROV40000500";"2014-11-27";"2014-12-22"
"FFCC143093";"2014-12-16";"PROV1725";"2014-11-12";"2014-12-19"
"FFCC143095";"2014-12-01";"PROV1014";"2014-11-15";"2014-12-04"
"FFCC143096";"2014-12-01";"PROV1428";"2014-11-13";"2014-12-04"
"FFCC143099";"2014-12-01";"PROV1733";"2014-10-26";"2014-12-04"
"FFCC143102";"2014-12-05";"PROV40000520";"2014-11-09";"2014-12-08"
"FFCC143103";"2014-12-01";"PROV1397";"2014-10-11";"2014-12-04"
"FFCC143105";"2014-12-02";"PROV1428";"2014-10-19";"2014-12-05"
"FFCC143107";"2014-12-04";"PROV40000850";"2014-10-30";"2014-12-07"
"FFCC143108";"2014-12-01";"PROV1756";"2014-10-15";"2014-12-04"
"FFCC143109";"2014-12-01";"PROV1597";"2014-11-02";"2014-12-04"
"FFCC143113";"2014-12-01";"PROV1585";"2014-11-09";"2014-12-04"
"FFCC143116";"2014-12-02";"PROV1649";"2014-11-10";"2014-12-05"
"FFCC143117";"2014-12-01";"PROV1061";"2014-11-15";"2014-12-04"
"FFCC143163";"2014-12-15";"PROV1485";"2014-11-25";"2014-12-18"
"FFCC143164";"2014-12-15";"PROV1485";"2014-11-19";"2014-12-18"
"FFCC143165";"2014-12-01";"PROV1597";"2014-10-04";"2014-12-04"
"FFCC143169";"2014-12-11";"PROV1775";"2014-11-10";"2014-12-14"
"FFCC143177";"2014-12-10";"PROV40000187";"2014-10-23";"2014-12-13"
"FFCC143181";"2014-12-30";"PROV40002065";"2014-12-10";"2015-01-02"
"FFCC143183";"2014-12-30";"PROV41000980";"2014-12-13";"2015-01-02"
"FFCC143194";"2014-12-06";"PROV1597";"2014-10-17";"2014-12-09"
"FFCC143200";"2014-12-15";"PROV40002330";"2014-11-10";"2014-12-18"
"FFCC143201";"2014-12-15";"PROV40002220";"2014-10-26";"2014-12-18"
"FFCC143202";"2014-12-11";"PROV40001825";"2014-11-23";"2014-12-14"
"FFCC143203";"2014-12-01";"PROV40002065";"2014-11-15";"2014-12-04"
"FFCC143204";"2014-12-01";"PROV1585";"2014-11-21";"2014-12-04"
"FFCC143220";"2014-12-17";"PROV1441";"2014-12-09";"2014-12-20"
"FFCC143251";"2014-12-01";"PROV1597";"2014-11-09";"2014-12-04"
"FFCC143256";"2014-12-19";"PROV40000520";"2014-11-11";"2014-12-22"
"FFCC143257";"2014-12-23";"PROV1725";"2014-12-13";"2014-12-26"
"FFCC143288";"2014-12-28";"PROV41001800";"2014-11-20";"2014-12-31"
"FFCC150064";"2015-01-07";"PROV1003";"2014-12-11";"2015-01-10"
"FFCC150066";"2015-01-17";"PROV40000850";"2014-12-24";"2015-01-20"
"FFCC150067";"2015-01-15";"PROV1756";"2014-11-29";"2015-01-18"
"FFCC150068";"2015-01-23";"PROV1397";"2015-01-09";"2015-01-26"
"FFCC150069";"2015-01-16";"PROV1397";"2014-12-23";"2015-01-19"
"FFCC150070";"2015-01-12";"PROV1014";"2014-12-19";"2015-01-15"
"FFCC150071";"2015-01-15";"PROV1129";"2014-12-31";"2015-01-18"
"FFCC150072";"2015-01-20";"PROV1003";"2014-12-03";"2015-01-23"
"FFCC150073";"2015-01-05";"PROV40001000";"2014-12-19";"2015-01-08"
"FFCC150074";"2015-01-13";"PROV40002330";"2014-11-21";"2015-01-16"
"FFCC150075";"2015-01-09";"PROV1734";"2014-12-15";"2015-01-12"
"FFCC150076";"2015-01-15";"PROV40001470";"2015-01-04";"2015-01-18"
"FFCC150077";"2015-01-15";"PROV1465";"2014-12-26";"2015-01-18"
"FFCC150078";"2015-01-25";"PROV40002720";"2014-12-12";"2015-01-28"
"FFCC150079";"2015-01-02";"PROV1597";"2014-11-25";"2015-01-05"
"FFCC150082";"2015-01-09";"PROV1428";"2014-12-19";"2015-01-12"
"FFCC150085";"2015-01-16";"PROV40000520";"2014-12-10";"2015-01-19"
"FFCC150089";"2015-01-30";"PROV40002720";"2014-12-13";"2015-02-02"
"FFCC150090";"2015-01-02";"PROV1754";"2014-12-05";"2015-01-05"
"FFCC150098";"2015-01-15";"PROV1597";"2015-01-07";"2015-01-18"
"FFCC150107";"2015-01-02";"PROV1485";"2014-12-03";"2015-01-05"
"FFCC150115";"2015-01-27";"PROV40002330";"2014-12-11";"2015-01-30"
"FFCC150116";"2015-01-24";"PROV40002330";"2015-01-15";"2015-01-27"
"FFCC150117";"2015-01-19";"PROV40001825";"2014-12-30";"2015-01-22"
"FFCC150118";"2015-01-29";"PROV1027";"2015-01-09";"2015-02-01"
"FFCC150119";"2015-01-15";"PROV40001600";"2014-12-31";"2015-01-18"
"FFCC150120";"2015-01-25";"PROV40000187";"2015-01-02";"2015-01-28"
"FFCC150121";"2015-01-19";"PROV1650";"2014-12-31";"2015-01-22"
"FFCC150123";"2015-01-19";"PROV40000500";"2014-12-14";"2015-01-22"
"FFCC150124";"2015-01-15";"PROV1061";"2014-12-11";"2015-01-18"
"FFCC150125";"2015-01-31";"PROV40000187";"2014-12-30";"2015-02-03"
"FFCC150126";"2015-01-15";"PROV1323";"2014-11-30";"2015-01-18"
"FFCC150127";"2015-01-02";"PROV1398";"2014-11-15";"2015-01-05"
"FFCC150139";"2015-01-31";"PROV1061";"2014-12-19";"2015-02-03"
"FFCC150147";"2015-01-08";"PROV1649";"2015-01-04";"2015-01-11"
"FFCC150148";"2015-01-30";"PROV40002090";"2015-01-21";"2015-02-02"
"FFCC150166";"2015-01-15";"PROV1156";"2014-12-13";"2015-01-18"
"FFCC150168";"2015-01-12";"PROV1156";"2014-12-11";"2015-01-15"
"FFCC150170";"2015-01-16";"PROV1156";"2014-12-14";"2015-01-19"
"FFCC150202";"2015-01-23";"PROV41001800";"2014-12-20";"2015-01-26"
"FFCC150203";"2015-01-29";"PROV41001800";"2014-12-31";"2015-02-01"
"FFCC150204";"2015-01-26";"PROV40000500";"2014-12-18";"2015-01-29"
"FFCC150205";"2015-01-30";"PROV40000500";"2015-01-03";"2015-02-02"
"FFCC150206";"2015-01-30";"PROV40000520";"2015-01-05";"2015-02-02"
"FFCC150207";"2015-01-02";"PROV1475";"2014-11-26";"2015-01-05"
"FFCC150213";"2015-01-02";"PROV1585";"2014-11-19";"2015-01-05"
"FFCC150216";"2015-01-02";"PROV1551";"2014-12-23";"2015-01-05"
"FFCC150217";"2015-01-02";"PROV1485";"2014-11-29";"2015-01-05"
"FFCC150218";"2015-01-14";"PROV40001000";"2014-12-22";"2015-01-17"
"FFCC150225";"2015-01-31";"PROV41000980";"2015-01-13";"2015-02-03"
"FFCC150228";"2015-01-29";"PROV41001401";"2015-01-03";"2015-02-01"
"FFCC150229";"2015-01-28";"PROV41001401";"2014-12-29";"2015-01-31"
"FFCC150239";"2015-01-02";"PROV1777";"2014-12-04";"2015-01-05"
"FFCC150240";"2015-01-22";"PROV40002220";"2014-12-17";"2015-01-25"
"FFCC150241";"2015-01-31";"PROV40002065";"2014-12-22";"2015-02-03"
"FFCC150242";"2015-01-28";"PROV1441";"2014-12-24";"2015-01-31"
"FFCC150243";"2015-01-10";"PROV1485";"2014-11-26";"2015-01-13"
"FFCC150244";"2015-01-27";"PROV1485";"2014-12-23";"2015-01-30"
"FFCC150246";"2015-01-19";"PROV1129";"2014-12-30";"2015-01-22"
"FFCC150255";"2015-01-02";"PROV1346";"2014-11-18";"2015-01-05"
"FFCC150256";"2015-01-26";"PROV1193";"2014-12-17";"2015-01-29"
"FFCC150266";"2015-01-30";"PROV40000010";"2014-12-30";"2015-02-02"
"FFCC150269";"2015-01-15";"PROV1089";"2015-01-05";"2015-01-18"
"FFCC150292";"2015-02-03";"PROV40002065";"2014-12-26";"2015-02-06"
"FFCC150294";"2015-02-14";"PROV40000850";"2015-01-17";"2015-02-17"
"FFCC150295";"2015-02-02";"PROV40001000";"2014-12-14";"2015-02-05"
"FFCC150296";"2015-02-03";"PROV1027";"2015-01-04";"2015-02-06"
"FFCC150297";"2015-02-07";"PROV40000850";"2015-01-04";"2015-02-10"
"FFCC150298";"2015-02-19";"PROV40000850";"2015-01-11";"2015-02-22"
"FFCC150299";"2015-02-24";"PROV40000235";"2015-02-14";"2015-02-27"
"FFCC150300";"2015-02-20";"PROV1443";"2015-01-26";"2015-02-23"
"FFCC150301";"2015-02-01";"PROV41000232";"2015-01-20";"2015-02-04"
"FFCC150302";"2015-02-16";"PROV40002180";"2015-01-30";"2015-02-19"
"FFCC150303";"2015-02-15";"PROV1170";"2015-02-06";"2015-02-18"
"FFCC150304";"2015-02-15";"PROV1184";"2014-12-27";"2015-02-18"
"FFCC150305";"2015-02-28";"PROV40000850";"2015-02-04";"2015-03-03"
"FFCC150306";"2015-02-10";"PROV1465";"2015-01-15";"2015-02-13"
"FFCC150307";"2015-02-27";"PROV1129";"2015-01-22";"2015-03-02"
"FFCC150308";"2015-02-01";"PROV1061";"2014-12-26";"2015-02-04"
"FFCC150309";"2015-02-01";"PROV1551";"2015-01-05";"2015-02-04"
"FFCC150312";"2015-02-06";"PROV1061";"2015-01-03";"2015-02-09"
"FFCC150315";"2015-02-12";"PROV1441";"2015-01-13";"2015-02-15"
"FFCC150317";"2015-02-20";"PROV1061";"2015-01-29";"2015-02-23"
"FFCC150318";"2015-02-25";"PROV1061";"2015-01-09";"2015-02-28"
"FFCC150319";"2015-03-03";"PROV1061";"2015-02-08";"2015-03-06"
"FFCC150320";"2015-02-01";"PROV1485";"2014-12-22";"2015-02-04"
"FFCC150322";"2015-02-10";"PROV1485";"2014-12-21";"2015-02-13"
"FFCC150324";"2015-02-01";"PROV1398";"2015-01-04";"2015-02-04"
"FFCC150328";"2015-02-01";"PROV1475";"2014-12-22";"2015-02-04"
"FFCC150336";"2015-02-01";"PROV1597";"2014-12-22";"2015-02-04"
"FFCC150341";"2015-02-06";"PROV1734";"2014-12-29";"2015-02-09"
"FFCC150342";"2015-02-11";"PROV1734";"2014-12-29";"2015-02-14"
"FFCC150345";"2015-02-05";"PROV1756";"2015-01-24";"2015-02-08"
"FFCC150347";"2015-02-01";"PROV1733";"2015-01-28";"2015-02-04"
"FFCC150352";"2015-02-28";"PROV40002065";"2015-02-16";"2015-03-03"
"FFCC150353";"2015-03-01";"PROV40002065";"2015-02-02";"2015-03-04"
"FFCC150355";"2015-02-01";"PROV1754";"2015-01-12";"2015-02-04"
"FFCC150356";"2015-03-02";"PROV1754";"2015-01-24";"2015-03-05"
"FFCC150361";"2015-02-18";"PROV1397";"2015-01-29";"2015-02-21"
"FFCC150362";"2015-03-09";"PROV1014";"2015-02-13";"2015-03-12"
"FFCC150363";"2015-02-03";"PROV1216";"2015-01-19";"2015-02-06"
"FFCC150364";"2015-02-23";"PROV40002330";"2015-01-09";"2015-02-26"
"FFCC150365";"2015-02-11";"PROV1428";"2015-02-03";"2015-02-14"
"FFCC150368";"2015-02-11";"PROV1397";"2014-12-28";"2015-02-14"
"FFCC150370";"2015-02-25";"PROV40002720";"2015-02-10";"2015-02-28"
"FFCC150371";"2015-02-01";"PROV1441";"2014-12-24";"2015-02-04"
"FFCC150372";"2015-02-09";"PROV1650";"2014-12-30";"2015-02-12"
"FFCC150375";"2015-02-01";"PROV1725";"2014-12-27";"2015-02-04"
"FFCC150376";"2015-02-01";"PROV1725";"2014-12-25";"2015-02-04"
"FFCC150377";"2015-02-25";"PROV40000187";"2015-01-27";"2015-02-28"
"FFCC150378";"2015-02-25";"PROV40000187";"2015-01-15";"2015-02-28"
"FFCC150379";"2015-03-06";"PROV40000187";"2015-02-06";"2015-03-09"
"FFCC150380";"2015-02-06";"PROV40000520";"2015-01-23";"2015-02-09"
"FFCC150381";"2015-02-13";"PROV40000520";"2015-01-22";"2015-02-16"
"FFCC150382";"2015-02-20";"PROV40000520";"2014-12-28";"2015-02-23"
"FFCC150383";"2015-02-23";"PROV1484";"2015-02-14";"2015-02-26"
"FFCC150384";"2015-02-06";"PROV1647";"2015-01-04";"2015-02-09"
"FFCC150385";"2015-02-09";"PROV40000500";"2014-12-23";"2015-02-12"
"FFCC150386";"2015-02-03";"PROV40002220";"2014-12-27";"2015-02-06"
"FFCC150387";"2015-02-17";"PROV40002220";"2015-01-08";"2015-02-20"
"FFCC150388";"2015-02-17";"PROV40001000";"2015-01-09";"2015-02-20"
"FFCC150389";"2015-02-28";"PROV41000980";"2015-01-17";"2015-03-03"
"FFCC150390";"2015-02-26";"PROV1441";"2015-01-22";"2015-03-01"
"FFCC150391";"2015-03-04";"PROV1441";"2015-01-13";"2015-03-07"
"FFCC150393";"2015-02-17";"PROV1003";"2015-01-29";"2015-02-20"
"FFCC150396";"2015-02-25";"PROV1485";"2015-01-30";"2015-02-28"
"FFCC150397";"2015-02-01";"PROV1572";"2015-01-24";"2015-02-04"
"FFCC150398";"2015-02-04";"PROV1551";"2015-01-11";"2015-02-07"
"FFCC150399";"2015-02-24";"PROV1725";"2015-01-10";"2015-02-27"
"FFCC150400";"2015-02-05";"PROV1485";"2014-12-17";"2015-02-08"
"FFCC150403";"2015-02-13";"PROV40000200";"2015-02-02";"2015-02-16"
"FFCC150404";"2015-02-03";"PROV1216";"2015-01-16";"2015-02-06"
"FFCC150405";"2015-02-11";"PROV1649";"2015-01-24";"2015-02-14"
"FFCC150407";"2015-02-28";"PROV40000520";"2015-01-12";"2015-03-03"
"FFCC150501";"2015-02-20";"PROV41001142";"2015-01-08";"2015-02-23"
"FFCC150504";"2015-02-16";"PROV41001142";"2015-01-02";"2015-02-19"
"FFCC150518";"2015-02-24";"PROV41001401";"2015-02-14";"2015-02-27"
"FFCC150545";"2015-02-26";"PROV41001800";"2015-01-22";"2015-03-01"
"FFCC150549";"2015-02-27";"PROV41001800";"2015-01-31";"2015-03-02"
"FFCC150554";"2015-02-16";"PROV1758";"2014-12-22";"2015-02-19"
"FFCC150575";"2015-03-03";"PROV1649";"2015-01-18";"2015-03-06"
"FFCC150579";"2015-03-02";"PROV1756";"2015-01-27";"2015-03-05"
"FFCC150580";"2015-03-01";"PROV40001825";"2015-01-29";"2015-03-04"
"FFCC150581";"2015-03-01";"PROV40002330";"2015-01-28";"2015-03-04"
"FFCC150609";"2015-03-02";"PROV1509";"2015-02-11";"2015-03-05"
"FFCC150614";"2015-03-10";"PROV1650";"2015-02-26";"2015-03-13"
"FFCC150616";"2015-03-09";"PROV1027";"2015-02-19";"2015-03-12"
"FFCC150618";"2015-03-04";"PROV1506";"2015-02-18";"2015-03-07"
"FFCC150620";"2015-03-01";"PROV40002220";"2015-01-24";"2015-03-04"
"FFCC150622";"2015-03-06";"PROV40000520";"2015-02-11";"2015-03-09"
"FFCC150624";"2015-03-10";"PROV1443";"2015-01-29";"2015-03-13"
"FFCC150642";"2015-03-01";"PROV1475";"2015-02-12";"2015-03-04"
"FFCC150648";"2015-03-09";"PROV40000500";"2015-01-18";"2015-03-12"
"FFCC150649";"2015-03-13";"PROV1129";"2015-02-09";"2015-03-16"
"FFCC150653";"2015-03-12";"PROV1796";"2015-01-24";"2015-03-15"
"FFCC150654";"2015-03-13";"PROV40000235";"2015-01-25";"2015-03-16"
"FFCC150661";"2015-03-10";"PROV41001401";"2015-02-06";"2015-03-13"
"FFCC150662";"2015-03-05";"PROV1441";"2015-02-07";"2015-03-08"
"FFCC150663";"2015-03-10";"PROV1484";"2015-02-23";"2015-03-13"
"FFCC150664";"2015-03-16";"PROV1650";"2015-01-26";"2015-03-19"
"FFCC150666";"2015-03-17";"PROV1594";"2015-02-27";"2015-03-20"
"FFCC150683";"2015-03-01";"PROV41001401";"2015-01-29";"2015-03-04"
"FFCC150685";"2015-03-12";"PROV1796";"2015-02-24";"2015-03-15"
"FFCC150710";"2015-03-01";"PROV1597";"2015-01-14";"2015-03-04"
"FFCC150715";"2015-03-06";"PROV1061";"2015-02-06";"2015-03-09"
"FFCC150735";"2015-03-11";"PROV40001000";"2015-01-18";"2015-03-14"
"FFCC150736";"2015-03-27";"PROV40000500";"2015-02-25";"2015-03-30"
"FFCC150737";"2015-03-27";"PROV40000850";"2015-03-09";"2015-03-30"
"FFCC150738";"2015-03-16";"PROV40002330";"2015-02-01";"2015-03-19"
"FFCC150740";"2015-03-10";"PROV40000187";"2015-02-18";"2015-03-13"
"FFCC150741";"2015-03-25";"PROV40000187";"2015-03-03";"2015-03-28"
"FFCC150742";"2015-03-13";"PROV1428";"2015-01-20";"2015-03-16"
"FFCC150745";"2015-03-15";"PROV1465";"2015-02-26";"2015-03-18"
"FFCC150746";"2015-03-25";"PROV40002720";"2015-03-06";"2015-03-28"
"FFCC150747";"2015-03-25";"PROV1061";"2015-02-21";"2015-03-28"
"FFCC150781";"2015-03-26";"PROV40001825";"2015-02-18";"2015-03-29"
"FFCC150782";"2015-03-25";"PROV1441";"2015-02-12";"2015-03-28"
"FFCC150784";"2015-03-31";"PROV1129";"2015-03-03";"2015-04-03"
"FFCC150787";"2015-03-12";"PROV1397";"2015-02-26";"2015-03-15"
"FFCC150794";"2015-03-23";"PROV40000735";"2015-03-17";"2015-03-26"
"FFCC150798";"2015-03-18";"PROV40001825";"2015-02-14";"2015-03-21"
"FFCC150800";"2015-03-23";"PROV40002330";"2015-02-28";"2015-03-26"
"FFCC150802";"2015-03-30";"PROV40002330";"2015-02-25";"2015-04-02"
"FFCC150803";"2015-03-31";"PROV1650";"2015-02-21";"2015-04-03"
"FFCC150804";"2015-03-10";"PROV1815";"2015-02-09";"2015-03-13"
"FFCC150845";"2015-03-31";"PROV41000980";"2015-02-14";"2015-04-03"
"FFCC150846";"2015-03-31";"PROV1443";"2015-03-03";"2015-04-03"
"FFCC150855";"2015-03-27";"PROV40000520";"2015-02-10";"2015-03-30"
"FFCC150861";"2015-03-01";"PROV1585";"2015-01-13";"2015-03-04"
"FFCC150863";"2015-03-25";"PROV41001142";"2015-02-28";"2015-03-28"
"FFCC150864";"2015-03-30";"PROV41001401";"2015-03-26";"2015-04-02"
"FFCC150866";"2015-03-10";"PROV1485";"2015-01-27";"2015-03-13"
"FFCC150867";"2015-03-11";"PROV1485";"2015-02-09";"2015-03-14"
"FFCC150870";"2015-03-01";"PROV1585";"2015-01-26";"2015-03-04"
"FFCC150871";"2015-03-25";"PROV1485";"2015-03-19";"2015-03-28"
"FFCC150874";"2015-03-13";"PROV40000520";"2015-02-11";"2015-03-16"
"FFCC150881";"2015-03-17";"PROV1003";"2015-02-21";"2015-03-20"
"FFCC150882";"2015-03-30";"PROV1003";"2015-02-10";"2015-04-02"
"FFCC150884";"2015-03-20";"PROV40000520";"2015-02-22";"2015-03-23"
"FFCC150885";"2015-03-31";"PROV1649";"2015-02-19";"2015-04-03"
"FFCC150887";"2015-03-31";"PROV40002065";"2015-02-13";"2015-04-03"
"FFCC150888";"2015-03-01";"PROV1458";"2015-02-08";"2015-03-04"
"FFCC150895";"2015-03-25";"PROV41001800";"2015-02-27";"2015-03-28"
"FFCC150898";"2015-03-11";"PROV40002220";"2015-02-24";"2015-03-14"
"FFCC150921";"2015-04-14";"PROV1800";"2015-03-01";"2015-04-17"
"FFCC150933";"2015-04-10";"PROV40000520";"2015-04-03";"2015-04-13"
"FFCC150934";"2015-04-13";"PROV40000500";"2015-03-25";"2015-04-16"
"FFCC150937";"2015-04-09";"PROV1441";"2015-02-26";"2015-04-12"
"FFCC150938";"2015-04-01";"PROV40000520";"2015-02-28";"2015-04-04"
"FFCC150944";"2015-04-08";"PROV41001401";"2015-03-13";"2015-04-11"
"FFCC150945";"2015-04-08";"PROV1756";"2015-03-11";"2015-04-11"
"FFCC150956";"2015-04-02";"PROV1014";"2015-03-03";"2015-04-05"
"FFCC150957";"2015-04-09";"PROV1014";"2015-03-06";"2015-04-12"
"FFCC150968";"2015-04-01";"PROV1647";"2015-02-20";"2015-04-04"
"FFCC150969";"2015-04-08";"PROV40001000";"2015-02-23";"2015-04-11"
"FFCC150970";"2015-04-07";"PROV1509";"2015-03-15";"2015-04-10"
"FFCC150971";"2015-04-01";"PROV40002065";"2015-03-19";"2015-04-04"
"FFCC150972";"2015-04-15";"PROV40001470";"2015-03-23";"2015-04-18"
"FFCC150973";"2015-04-01";"PROV1597";"2015-02-18";"2015-04-04"
"FFCC150976";"2015-04-09";"PROV1597";"2015-03-11";"2015-04-12"
"FFCC150979";"2015-04-10";"PROV1061";"2015-03-21";"2015-04-13"
"FFCC150981";"2015-04-08";"PROV1734";"2015-03-06";"2015-04-11"
"FFCC150982";"2015-04-11";"PROV1734";"2015-03-20";"2015-04-14"
"FFCC150986";"2015-04-18";"PROV40000850";"2015-03-11";"2015-04-21"
"FFCC150989";"2015-04-11";"PROV40000850";"2015-03-10";"2015-04-14"
"FFCC150990";"2015-04-01";"PROV40000187";"2015-02-13";"2015-04-04"
"FFCC150991";"2015-04-15";"PROV40001470";"2015-03-18";"2015-04-18"
"FFCC150992";"2015-04-15";"PROV1323";"2015-03-05";"2015-04-18"
"FFCC150994";"2015-04-01";"PROV1441";"2015-02-18";"2015-04-04"
"FFCC150996";"2015-04-21";"PROV1003";"2015-02-24";"2015-04-24"
"FFCC150997";"2015-04-08";"PROV41001401";"2015-03-23";"2015-04-11"
"FFCC150998";"2015-04-03";"PROV40000520";"2015-03-12";"2015-04-06"
"FFCC151002";"2015-04-10";"PROV1014";"2015-03-08";"2015-04-13"
"FFCC151003";"2015-04-01";"PROV40002220";"2015-03-04";"2015-04-04"
"FFCC151004";"2015-04-10";"PROV1465";"2015-03-02";"2015-04-13"
"FFCC151009";"2015-04-17";"PROV40000520";"2015-03-22";"2015-04-20"
"FFCC151010";"2015-04-17";"PROV1484";"2015-03-19";"2015-04-20"
"FFCC151012";"2015-04-14";"PROV1014";"2015-02-21";"2015-04-17"
"FFCC151024";"2015-04-09";"PROV40001000";"2015-03-21";"2015-04-12"
"FFCC151025";"2015-04-10";"PROV1428";"2015-03-04";"2015-04-13"
"FFCC151030";"2015-04-13";"PROV40002330";"2015-02-16";"2015-04-16"
"FFCC151035";"2015-04-21";"PROV41001401";"2015-03-26";"2015-04-24"
"FFCC151047";"2015-04-22";"PROV1734";"2015-04-02";"2015-04-25"
"FFCC151049";"2015-04-20";"PROV40002330";"2015-03-01";"2015-04-23"
"FFCC151051";"2015-04-09";"PROV1397";"2015-03-28";"2015-04-12"
"FFCC151052";"2015-04-22";"PROV1818";"2015-03-19";"2015-04-25"
"FFCC151053";"2015-04-01";"PROV1485";"2015-02-25";"2015-04-04"
"FFCC151062";"2015-04-01";"PROV1485";"2015-03-10";"2015-04-04"
"FFCC151064";"2015-04-21";"PROV40001825";"2015-04-13";"2015-04-24"
"FFCC151065";"2015-04-08";"PROV1820";"2015-03-06";"2015-04-11"
"FFCC151070";"2015-04-20";"PROV40000500";"2015-03-18";"2015-04-23"
"FFCC151073";"2015-04-29";"PROV1003";"2015-04-21";"2015-05-02"
"FFCC151074";"2015-04-10";"PROV1485";"2015-03-21";"2015-04-13"
"FFCC151085";"2015-04-25";"PROV40002720";"2015-03-16";"2015-04-28"
"FFCC151092";"2015-04-22";"PROV1485";"2015-04-01";"2015-04-25"
"FFCC151093";"2015-04-30";"PROV40002220";"2015-03-28";"2015-05-03"
"FFCC151099";"2015-04-27";"PROV40000235";"2015-04-14";"2015-04-30"
"FFCC151100";"2015-04-23";"PROV1441";"2015-04-06";"2015-04-26"
"FFCC151102";"2015-04-27";"PROV1756";"2015-04-02";"2015-04-30"
"FFCC151103";"2015-04-27";"PROV40000500";"2015-04-02";"2015-04-30"
"FFCC151104";"2015-04-24";"PROV40000520";"2015-03-30";"2015-04-27"
"FFCC151105";"2015-04-30";"PROV1558";"2015-03-16";"2015-05-03"
"FFCC151107";"2015-04-23";"PROV1397";"2015-03-18";"2015-04-26"
"FFCC151108";"2015-04-22";"PROV1647";"2015-03-06";"2015-04-25"
"FFCC151109";"2015-04-22";"PROV1502";"2015-03-31";"2015-04-25"
"FFCC151117";"2015-04-29";"PROV1649";"2015-04-28";"2015-05-02"
"FFCC151118";"2015-04-27";"PROV1649";"2015-03-31";"2015-04-30"
"FFCC151120";"2015-04-20";"PROV1014";"2015-03-30";"2015-04-23"
"FFCC151129";"2015-04-24";"PROV1061";"2015-03-23";"2015-04-27"
"FFCC151130";"2015-05-21";"PROV1597";"2015-03-31";"2015-05-24"
"FFCC151131";"2015-04-30";"PROV1649";"2015-03-22";"2015-05-03"
"FFCC151133";"2015-04-25";"PROV40000187";"2015-03-15";"2015-04-28"
"FFCC151134";"2015-04-25";"PROV40000187";"2015-03-30";"2015-04-28"
"FFCC151135";"2015-04-10";"PROV40000187";"2015-02-20";"2015-04-13"
"FFCC151143";"2015-04-30";"PROV1465";"2015-04-03";"2015-05-03"
"FFCC151149";"2015-05-01";"PROV40002065";"2015-03-15";"2015-05-04"
"FFCC151169";"2015-04-30";"PROV1156";"2015-04-07";"2015-05-03"
"FFCC151172";"2015-04-30";"PROV41000980";"2015-04-20";"2015-05-03"
"FFCC151173";"2015-04-30";"PROV40000520";"2015-04-01";"2015-05-03"
