IDSupplier,YearMonth,total_amount_eur,num_products,num_invoices
PROV40002720,2019-10,1058.2894663535892,3,1
PROV1734,2015-12,1058.0544,1,1
PROV40001470,2014-11,1055.676305487121,1,1
PROV1479,2017-09,1054.5332957350688,1,1
PROV40002090,2015-09,1051.3183205637902,1,1
PROV1895,2018-02,1050.2993831733138,1,1
PROV1014,2016-04,1046.6927735095,2,2
PROV1465,2014-11,1046.4557845478948,1,1
PROV40002065,2021-03,1046.3743580341506,7,2
PROV1551,2016-11,1044.5635223216957,1,1
PROV1465,2017-01,1044.00896397747,1,1
PROV1900,2020-04,1044.0,1,1
PROV1597,2015-01,1040.4888482712397,3,2
PROV40002330,2016-07,1039.9494,2,3
PROV40001000,2021-04,1036.08,1,1
PROV1428,2021-03,1036.0591288584205,4,1
PROV1014,2020-06,1034.1352358258612,3,2
PROV1895,2016-03,1030.7673716380302,1,1
PROV1465,2015-03,1030.6305779859879,1,1
PROV40000200,2018-12,1029.8285337511568,1,1
PROV1845,2015-07,1027.44,2,1
PROV1014,2017-12,1022.6334189789975,3,3
PROV1650,2016-03,1022.1157502437031,1,1
PROV1895,2017-11,1020.1955032803806,1,1
PROV41000980,2021-05,1018.5901631435374,2,1
PROV1465,2019-09,1010.5880307664104,1,2
PROV1465,2015-09,1010.0964834797701,1,1
PROV40002065,2016-09,1005.8193974646476,6,2
PROV41001401,2015-03,999.2185366415247,2,2
PROV1900,2017-02,993.5999999999999,1,1
PROV1900,2018-10,993.5999999999999,1,1
PROV1900,2019-02,993.5999999999999,1,1
PROV40002065,2016-03,991.7729995696765,6,1
PROV1650,2016-01,991.2581931820685,1,1
PROV1443,2015-07,990.6540333139134,1,1
PROV40002720,2019-12,989.5531053954094,4,1
PROV1650,2015-01,989.4116499802162,2,1
PROV1647,2014-11,988.9156810436635,1,1
PROV1014,2017-05,977.7441028641005,4,4
PROV41000980,2017-02,972.8729460584864,2,2
PROV1129,2019-09,972.5394297410588,1,1
PROV1650,2015-03,971.206677200491,2,2
PROV1875,2018-07,967.2740108286996,1,1
PROV40002720,2016-12,963.7145395352971,2,1
PROV40001000,2015-03,963.5219999999999,2,1
PROV41001401,2017-04,958.6651659395546,1,1
PROV1443,2015-10,957.6377942302207,1,1
PROV1014,2017-11,956.0291702293732,2,1
PROV1134,2016-11,955.8978648453923,2,2
PROV1895,2021-01,955.5527052680275,1,1
PROV1650,2018-10,942.22296,1,1
PROV1968,2018-10,941.0748828642134,2,1
PROV40001825,2019-04,937.7279999999904,1,1
PROV1465,2016-11,933.3923292397515,2,2
PROV1465,2018-10,931.2092399999999,2,1
PROV40002065,2019-12,929.498760700186,3,1
PROV1572,2014-09,928.9056924288219,1,1
PROV1895,2016-04,920.4647683815485,1,1
PROV40002065,2020-08,915.0120092546613,4,1
PROV40000200,2017-02,914.4812609737793,1,1
PROV1650,2016-05,913.8869059928164,1,1
PROV1428,2018-09,912.9183702784727,2,1
PROV40000235,2019-03,910.9654239070745,1,1
PROV1255,2020-08,910.8647274397962,1,1
PROV41000980,2020-08,909.2994972674767,2,1
PROV1650,2014-08,904.3500810210533,3,1
PROV40000500,2019-11,897.9661671678061,2,2
PROV1014,2017-01,885.0475438712414,3,3
PROV41000980,2016-12,884.8283629987551,3,1
PROV40001470,2021-01,880.0907521295392,2,1
PROV1216,2014-10,878.04,2,2
PROV1551,2021-03,871.8915959519079,1,1
PROV40002065,2020-12,870.4334193185304,10,2
PROV41001142,2020-11,870.1240793809753,2,2
PROV1650,2014-11,867.4220169726434,2,2
PROV1465,2015-02,867.3649597829914,1,1
PROV41001800,2018-08,864.9744185169449,1,1
PROV1558,2018-01,864.9288,1,1
PROV1014,2016-01,851.2132173643124,3,2
PROV41000980,2018-02,849.5381975025788,2,1
PROV40001470,2019-08,848.0881049381401,1,1
PROV40000735,2019-05,847.8450367084944,2,2
PROV1484,2018-03,846.1392349032496,1,1
PROV40002720,2019-11,844.5450011287863,2,1
PROV40000235,2015-05,843.4478432510989,1,1
PROV40000500,2014-12,838.013787212448,2,2
PROV1900,2017-06,836.2641912168913,1,1
PROV40001470,2015-10,835.9328536755024,1,1
PROV40001470,2015-09,835.1270641177821,3,1
PROV1800,2015-04,834.0,1,1
PROV40000500,2017-10,832.7070390022632,2,2
PROV40000500,2020-07,822.5680919003188,1,1
PROV1484,2016-02,822.3367886733829,1,1
PROV40000882,2017-03,820.8681224375414,1,1
PROV1014,2017-03,818.786149476277,1,1
PROV40002065,2014-11,812.3121877161642,7,1
PROV40002720,2020-02,810.7436187085153,3,1
PROV1323,2014-09,810.6120246035936,1,1
PROV40000200,2014-10,810.0028188624062,1,1
PROV41001142,2020-12,808.7211812840858,2,1
PROV1484,2019-11,806.9551945410919,1,1
PROV1049,2015-08,806.4162375710447,1,1
PROV40002720,2016-03,804.5109100229726,2,1
PROV41000980,2016-04,799.6309385781844,2,1
PROV1014,2019-03,798.2415666685098,6,5
PROV1479,2017-08,794.1285741008332,1,1
PROV40001825,2018-03,791.7119999999976,1,1
PROV40001825,2017-07,791.4837216096126,1,1
PROV1932,2016-11,788.3388302427949,1,1
PROV1443,2018-12,787.9003893167826,1,1
PROV1876,2016-04,786.8021940970115,1,1
PROV1129,2016-02,784.4387994507616,3,1
PROV40002220,2014-09,780.0269322995523,3,2
PROV1465,2018-03,779.1170645736847,1,1
PROV1014,2018-06,778.7780532858343,3,3
PROV1184,2015-02,774.7674974556176,1,1
PROV1129,2015-05,773.9999999999993,2,1
PROV41000232,2018-01,769.9006362756696,1,1
PROV1184,2019-03,769.0047061166744,1,1
PROV40002065,2015-12,768.7773868974278,6,3
PROV1484,2014-07,765.9208882691776,1,1
PROV1936,2018-02,761.7274905831866,2,2
PROV1484,2014-09,758.7366920856226,1,1
PROV1014,2019-07,757.7409703780988,2,2
PROV40002065,2019-08,753.7343735081989,7,1
PROV40001825,2015-03,752.0651999999949,3,3
PROV40001825,2018-10,750.1823999999923,1,1
PROV1895,2021-05,749.4690732224994,1,1
PROV41000980,2015-07,749.403618082519,2,1
PROV40000500,2016-04,745.1058855929463,4,3
PROV40000882,2020-08,743.084800901763,1,1
PROV40002065,2020-07,742.6136172735085,5,1
PROV40002065,2017-04,738.7630036006635,7,1
PROV1734,2014-07,734.717952,1,1
PROV40001825,2017-11,734.5727999999999,1,1
PROV40000187,2019-11,734.1407278278455,1,1
PROV40000500,2018-04,731.0087999999969,3,3
PROV1484,2019-06,726.2010774661767,1,1
PROV40000500,2015-06,721.2505354092156,4,2
PROV40001470,2018-06,718.2647471321807,1,1
PROV1027,2019-10,717.49536566465,1,1
PROV1734,2020-03,716.1653112050044,1,1
PROV1923,2017-11,714.9,1,1
PROV40002065,2016-07,712.4400885801817,6,1
PROV1647,2014-05,708.768,2,1
PROV40002065,2017-11,700.4138336550297,6,1
PROV1733,2020-11,695.3046475354763,1,1
PROV1465,2016-06,691.6043402346396,1,1
PROV1484,2017-12,689.3450326303542,1,1
PROV40000850,2018-12,689.103403398151,1,1
PROV1465,2020-08,685.7655,1,1
PROV1014,2016-09,682.1679042738076,2,2
PROV40000200,2015-10,681.7251248024523,1,1
PROV40002065,2021-04,677.7645581269903,5,1
PROV40002065,2015-09,675.5117682981961,6,2
PROV1014,2019-04,672.3068785542881,4,2
PROV1443,2019-05,671.616,1,1
PROV1428,2020-12,670.7699368215012,4,1
PROV40002065,2019-07,670.5671725258358,6,1
PROV1216,2015-05,665.786889554097,1,1
PROV40002065,2016-11,662.721458328117,6,2
PROV1428,2016-04,662.1479547452958,3,2
PROV1954,2017-01,660.0,1,1
PROV40001825,2016-04,659.5035870161832,1,1
PROV40001470,2020-03,657.684132068089,1,1
PROV2164,2018-11,657.2330425316527,4,1
PROV1650,2015-05,657.0283199999999,2,1
PROV1027,2018-07,656.3807999999993,1,1
PROV40000235,2021-03,654.4062,1,1
PROV40002065,2016-02,653.9253632751088,4,2
PROV1014,2015-07,652.4084320429171,5,4
PROV1968,2020-07,652.0380355207643,1,1
PROV40000235,2017-02,645.3995632240051,1,1
PROV1834,2015-12,643.3665217092805,6,1
PROV1323,2015-01,642.4879129165397,2,1
PROV1014,2020-02,642.2413473015173,4,2
PROV1323,2021-06,637.9818938215557,1,1
PROV40002065,2018-07,633.5468421454625,5,1
PROV40002065,2014-10,633.1534993219276,6,2
PROV1502,2016-10,632.394072242112,1,1
PROV1191,2016-06,631.2760066331682,1,1
PROV40002220,2019-12,631.0332,1,1
PROV1008,2021-05,628.956,1,1
PROV2017,2018-06,625.8806793661049,1,1
PROV40000235,2021-02,625.2966,1,1
PROV1650,2020-05,620.9240159999999,2,1
PROV1694,2014-06,618.6628787250585,1,3
PROV1014,2019-11,616.4227013783047,3,2
PROV1509,2015-04,615.7959659999999,1,1
PROV41001142,2021-02,612.583133450956,2,1
PROV1443,2016-03,612.48,1,1
PROV1465,2017-04,612.4272,1,1
PROV41000980,2016-06,609.4926134704832,2,2
PROV2197,2020-02,608.3572743729478,1,1
PROV40002065,2014-07,608.082887079978,8,2
PROV1255,2020-05,606.7146315807815,1,1
PROV40002330,2014-05,606.6698681365853,2,2
PROV40001470,2015-06,606.5564133866249,1,1
PROV40001470,2018-07,605.2792803543115,1,1
PROV1465,2015-07,604.5752999999999,1,1
PROV40002065,2020-03,599.8232957618263,4,2
PROV41001401,2021-05,597.0,1,1
PROV1014,2019-01,595.152,2,2
PROV1465,2016-03,583.9916965037417,1,2
PROV41000980,2018-07,583.856965958737,2,1
PROV1441,2020-12,583.3206483076427,1,1
PROV1922,2016-12,581.9055642502612,1,1
PROV1551,2016-12,577.3472096854185,1,1
PROV1790,2016-04,573.3405656109153,1,1
PROV41000980,2017-06,573.3343011851938,3,1
PROV40002065,2017-10,571.5869081088974,6,1
PROV41000980,2017-09,569.6311094576438,2,1
PROV40000735,2019-07,567.3836378291647,1,1
PROV1465,2014-09,566.031174,1,2
PROV40000235,2015-03,565.8,1,1
PROV40000735,2015-03,563.1426275865895,1,1
PROV40000235,2016-07,562.5798017224587,1,1
PROV1465,2019-05,562.2707999999999,1,1
PROV41000232,2017-02,560.0710818604151,1,1
PROV41000980,2021-04,558.999702851809,2,1
PROV41000980,2018-12,558.2308195740039,2,1
PROV1947,2018-03,554.0675121279183,1,1
PROV40002330,2015-05,553.2942,2,1
PROV1027,2016-02,553.2299999999993,1,1
PROV1895,2019-04,551.8201394829837,1,1
PROV41000980,2019-09,550.6237830502687,2,1
PROV1014,2015-12,549.6628148931085,1,1
PROV1216,2015-06,547.5188372767603,1,1
PROV40002065,2017-06,546.5600944965994,5,1
PROV1485,2019-09,543.7044138906658,1,1
PROV41000980,2018-06,542.7311987273696,2,1
PROV40002065,2016-06,542.6530668652664,3,1
PROV40001470,2018-05,542.3522177501012,1,1
PROV41000980,2017-12,538.2362994514162,2,1
PROV1216,2014-06,537.9913511283091,1,1
PROV1441,2019-01,537.3,1,1
PROV40002065,2019-11,536.1156955613963,3,1
PROV1895,2021-04,532.8000000000001,1,1
PROV1170,2014-10,532.4637973678413,1,1
PROV40000500,2016-07,524.783396759637,2,2
PROV40002065,2019-03,521.6214346278516,4,1
PROV1465,2015-05,520.9896511486234,1,1
PROV1781,2015-11,518.4110771184162,1,1
PROV1014,2014-09,518.2565946315882,4,4
PROV41001800,2018-04,517.4568467178252,2,1
PROV40001470,2014-10,512.9390772640078,1,1
PROV40002065,2018-05,510.55281085211016,7,1
PROV1133,2014-06,504.0,1,1
PROV1014,2016-05,503.8197508114164,2,2
PROV1484,2015-02,500.864327242589,1,1
PROV1428,2015-04,499.6617799028706,1,1
PROV40002065,2018-08,499.1369814447637,5,1
PROV40001825,2021-01,496.7992799999985,1,1
PROV1014,2015-11,496.54805009394056,3,3
PROV40000850,2016-11,494.54999999999995,1,1
PROV40002720,2018-09,493.9565144943146,1,1
PROV1465,2014-06,491.94251399999996,1,2
PROV41001401,2015-06,489.2401710679536,1,1
PROV41000980,2019-06,486.6190800153289,2,1
PROV1876,2018-05,485.973,1,1
PROV2101,2018-05,485.3780668783136,1,1
PROV40002065,2017-02,483.6277794515838,6,1
PROV40002065,2015-06,482.7630391468262,8,1
PROV40000735,2016-04,480.941318074527,2,1
PROV1484,2017-05,479.4392359667244,1,1
PROV40000010,2017-03,478.97509278904624,1,1
PROV1323,2018-09,478.4725887625102,1,1
PROV40002330,2020-01,477.8476799999999,1,1
PROV1479,2018-04,475.20000000000005,1,1
PROV1479,2018-08,475.20000000000005,1,1
PROV1781,2018-02,474.67597348851814,1,1
PROV40002065,2014-08,472.7783256019484,7,1
PROV40002065,2020-11,472.38084654091733,3,1
PROV40000235,2019-01,471.64464000000004,1,1
PROV40001825,2014-09,468.63468857981786,1,1
PROV1129,2014-06,463.4427926410677,1,1
PROV40000235,2017-03,463.0574230040576,1,1
PROV40002065,2016-08,459.69312205932016,3,1
PROV41000980,2020-04,458.44701986765574,2,1
PROV41000980,2015-06,456.8884052921059,2,1
PROV1414,2014-07,452.9545691566799,1,1
PROV41001142,2017-09,451.5651452991408,1,1
PROV1936,2021-04,451.16452695490113,2,1
PROV40000010,2015-02,448.8587965287344,1,1
PROV41001142,2017-08,448.20000000000005,1,1
PROV41000980,2020-10,447.0234742215445,2,1
PROV1465,2017-02,445.4016,1,1
PROV40002065,2020-10,444.992372955051,7,1
PROV40002090,2015-02,443.052,1,1
PROV41000980,2019-05,440.95260217370094,1,1
PROV1014,2016-12,437.04946975484563,2,1
PROV40002065,2015-10,437.0031071658073,5,2
PROV1649,2014-12,435.2624403943033,1,1
PROV40000500,2017-09,434.41398,1,1
PROV1465,2019-04,433.008,1,1
PROV40000500,2018-10,430.91999999999996,2,2
PROV1465,2016-10,429.4944,1,1
PROV1895,2018-08,429.29999999999995,1,1
PROV1502,2017-09,428.4,1,1
PROV40002720,2014-11,427.96889952110456,3,1
PROV40000850,2017-12,426.5744599059286,1,1
PROV40002065,2017-05,423.9195017861421,3,1
PROV1509,2015-03,423.91014160517506,1,1
PROV40002065,2018-12,421.12670149209544,4,1
PROV1876,2018-12,420.03057731894654,1,1
PROV1650,2015-11,419.17536732990453,1,1
PROV40002065,2016-10,418.3004867843181,5,1
PROV41000980,2019-03,413.5991365888257,2,1
PROV40002065,2018-01,412.65585103667996,3,1
PROV1895,2018-07,412.38,1,1
PROV41000980,2016-05,411.8036379064208,2,1
PROV40002720,2018-01,410.45737933837984,3,1
PROV40002065,2017-09,406.57550729303284,6,1
PROV1485,2020-12,401.8884790028732,1,1
PROV40002330,2014-09,401.75905202722237,1,1
PROV1558,2020-01,397.85258152133923,1,1
PROV40001470,2016-01,397.67900888791627,1,1
PROV41001142,2015-05,396.6,1,1
PROV41000232,2016-02,396.41251550692715,1,1
PROV40002065,2015-03,396.09475598482095,5,2
PROV1458,2015-10,395.6299199999999,1,1
PROV41000980,2015-08,392.0146369626213,2,2
PROV40002065,2014-12,391.4136413967189,6,3
PROV40002065,2017-08,390.1786461735825,4,1
PROV1484,2014-08,389.5940999999999,1,1
PROV40000235,2015-11,385.2,1,1
PROV40001825,2015-08,384.35944915615966,1,1
PROV41000980,2020-11,378.3718347072189,2,1
PROV40000735,2016-10,377.28000000000003,1,1
PROV41000980,2017-05,375.61328526301025,2,1
PROV1014,2018-03,375.159834380313,2,2
PROV1014,2017-02,374.98106148736485,3,2
PROV40001825,2016-12,372.11841352555683,1,1
PROV41000980,2018-10,372.0244794360408,2,1
PROV1484,2015-03,370.4183999999999,1,1
PROV1465,2016-01,370.32282608966426,1,1
PROV1191,2017-01,369.92999999999967,1,1
PROV40000235,2018-02,368.97066,1,1
PROV1428,2018-10,366.8543999999993,1,1
PROV1484,2015-09,358.9941,1,1
PROV1484,2015-11,358.503,1,1
PROV40001470,2019-03,357.7137781177032,1,1
PROV40002720,2016-02,356.8243245762175,3,1
PROV1900,2021-05,354.599999999997,1,1
PROV41001142,2020-05,354.228439536553,1,1
PROV1848,2015-06,354.0,1,1
PROV40000735,2016-08,353.0115091007767,1,1
PROV1448,2018-08,349.63556495154717,1,1
PROV1191,2019-04,348.7679999999997,1,1
PROV1647,2014-07,347.76,1,1
PROV41000980,2018-04,343.54631422649834,2,1
PROV40000235,2016-03,343.37303999999995,1,1
PROV41001142,2020-08,341.14616794169945,2,1
PROV1650,2020-02,340.6176299973564,1,2
PROV1936,2019-10,340.5392432946809,1,1
PROV1014,2016-08,338.459103886601,1,1
PROV1484,2018-07,332.1396,1,1
PROV1443,2015-04,331.7399999999971,1,1
PROV1216,2015-11,331.72600924810547,1,1
PROV41001571,2017-09,329.4,1,1
PROV40000850,2016-07,327.87,1,1
PROV1781,2019-09,325.51242686317744,1,1
PROV1465,2015-01,323.8871799783334,1,1
PROV40000235,2016-04,322.416,1,1
PROV1428,2015-02,319.8312,1,1
PROV1129,2018-12,318.5999999999994,1,1
PROV40000735,2018-10,316.67549000753064,1,1
PROV40002065,2019-06,315.1038258826706,6,1
PROV41000980,2019-08,314.4122212737068,2,1
PROV41001116,2015-08,313.59256296498074,1,1
PROV40002065,2017-07,311.6841209973296,4,1
PROV40001470,2018-10,311.2763472973822,1,1
PROV40000010,2016-12,310.28002240835474,1,1
PROV40000500,2017-02,310.176,3,2
PROV1191,2014-11,309.852,1,1
PROV41000980,2015-12,305.4398671808318,2,1
PROV40000500,2014-08,304.1958044052929,1,1
PROV1528,2020-09,304.1881162067902,1,1
PROV1465,2015-11,303.7281,1,1
PROV1484,2016-04,300.0621,1,1
PROV41000980,2021-02,299.3766138014928,2,1
PROV1815,2015-03,297.0,1,1
PROV40002065,2015-01,296.2412061024226,1,1
PROV1465,2015-12,295.2774,1,1
PROV40001470,2018-12,294.244188,2,1
PROV1014,2018-12,292.661469930108,1,1
PROV1428,2014-07,292.02090174990644,1,1
PROV1502,2014-09,291.821024729295,1,1
PROV1525,2014-09,291.516,1,1
PROV1647,2016-10,291.45599999999996,1,1
PROV40001825,2020-01,290.8224,1,1
PROV41000980,2017-04,290.6945044936443,2,1
PROV1255,2014-06,288.0,1,1
PROV1255,2016-08,288.0,1,1
PROV1917,2021-06,288.0,1,1
PROV40001470,2016-07,287.7954369848433,1,1
PROV40002065,2018-04,284.81106989849025,3,1
PROV41000980,2019-11,284.1344188273553,2,1
PROV40002065,2015-11,283.6568882964677,7,2
PROV40000850,2014-05,274.7843393208549,1,1
PROV40002065,2015-05,274.7359600567561,5,2
PROV1428,2014-11,272.938479698744,1,2
PROV1465,2014-10,268.24511999999993,1,1
PROV1027,2017-01,265.212,1,1
PROV1551,2015-12,264.48120000000006,1,1
PROV1479,2020-07,260.46210575440995,1,1
PROV40002065,2018-09,257.2075057291074,5,2
PROV1528,2018-07,255.84391108562292,1,1
PROV1191,2020-08,255.3137999999998,1,1
PROV40000500,2015-08,250.56,1,2
PROV41000980,2016-02,250.15040568919966,2,1
PROV1834,2016-07,249.58663823719218,1,1
PROV40000500,2015-01,246.07672348742824,2,2
PROV1502,2015-10,245.208,1,1
PROV1502,2015-04,244.79999999999998,1,1
PROV1502,2016-06,244.79999999999998,1,1
PROV1758,2015-02,241.6909536350384,1,1
PROV41000980,2020-12,241.6410565418226,2,1
PROV41000980,2016-09,241.530027811927,2,1
PROV1443,2016-07,241.05599999999998,1,1
PROV1968,2021-05,238.91880162447467,2,1
PROV40000500,2017-11,238.7662753709506,1,1
PROV41000980,2020-02,238.60537850576185,2,1
PROV40000882,2019-05,236.596308268956,1,1
PROV40000200,2019-02,233.0605367210455,1,1
PROV1900,2020-10,232.56000000000003,1,1
PROV40000500,2019-08,231.46777980553153,1,1
PROV40000200,2015-02,231.41617496461706,1,1
PROV1876,2017-09,230.3822182239926,1,1
PROV40001470,2018-09,227.304,1,1
PROV1255,2020-09,225.91543739379122,1,1
PROV1795,2018-05,225.33,1,1
PROV40001470,2019-11,223.439832,1,1
PROV40002065,2014-06,222.74256292741399,4,1
PROV40001470,2018-11,219.14639065526933,1,1
PROV40000010,2021-05,216.65756111031027,1,1
PROV40001825,2014-06,216.26063999999786,1,1
PROV41000980,2017-08,215.716960748985,2,1
PROV40001470,2015-07,215.0279999999994,1,1
PROV41001142,2020-06,214.716,1,1
PROV41000980,2020-06,214.5975796619547,1,1
PROV40001470,2018-08,213.4511279999994,1,1
PROV40002720,2014-12,212.1609850831732,2,1
PROV40002120,2015-09,211.00468560507167,1,1
PROV40002065,2021-01,209.8105907353078,2,1
PROV40002720,2016-09,209.5412699599038,2,1
PROV40002180,2015-02,207.6480467791173,1,1
PROV1191,2018-10,202.91999999999982,1,1
PROV40001470,2020-12,202.565748,1,1
PROV40000500,2020-01,201.3984,1,1
PROV1428,2015-06,200.93847584607522,1,1
PROV1509,2015-05,200.57021999999998,1,1
PROV40001825,2017-01,199.79999999999637,1,1
PROV1528,2020-08,193.282580532589,1,1
PROV40001825,2015-01,190.845,1,1
PROV40001470,2017-06,185.8993645321287,2,1
PROV41001401,2017-09,185.79769586634055,1,1
PROV1428,2015-08,185.0098559728069,1,1
PROV41000980,2015-01,184.31438175309816,2,1
PROV40001825,2018-04,183.2112,1,1
PROV40002065,2015-08,180.19366225778398,3,1
PROV1968,2020-04,177.99841597538278,1,1
PROV2101,2018-07,177.11093931594206,1,1
PROV1465,2021-05,175.2157199999999,1,1
PROV41000980,2015-02,174.13963236873084,2,1
PROV1014,2014-08,170.03652043964286,2,2
PROV40000735,2017-03,169.644,1,1
PROV1959,2018-09,167.9883391474453,1,1
PROV40002720,2021-06,167.3999999999994,1,1
PROV40002180,2020-09,164.267846144725,1,1
PROV40002065,2021-02,162.0861736320309,2,1
PROV40002065,2017-01,161.9478993511306,2,1
PROV41000980,2016-08,160.94577980782572,1,1
PROV41000980,2020-03,160.2381457963965,2,1
PROV41000980,2014-11,160.05877851828595,2,1
PROV1184,2017-02,158.4,1,1
PROV1479,2020-11,158.4,1,1
PROV40001470,2021-06,156.498804,1,1
PROV40002065,2017-12,156.19742965277555,2,1
PROV1129,2014-08,151.20000000000002,1,1
PROV40001825,2014-11,149.8499999999973,1,1
PROV1572,2015-08,149.48550686118853,1,1
PROV40000010,2018-11,147.33641528689373,1,1
PROV1414,2014-06,146.84594288703266,1,1
PROV40002065,2018-10,146.2491504644315,3,1
PROV1922,2016-07,146.19728517326882,1,1
PROV1014,2014-12,144.0,1,1
PROV40002065,2014-09,143.99105089637234,2,1
PROV41000980,2018-05,143.85177474721993,2,1
PROV1323,2019-12,143.64000000000001,1,1
PROV1647,2015-02,139.104,1,1
PROV1597,2017-11,138.750768,1,1
PROV40002065,2019-10,134.53733536830092,3,1
PROV40002065,2018-02,133.42631920169322,4,1
PROV1191,2018-08,132.23999999999987,1,1
PROV41000980,2019-07,130.65464178841188,2,1
PROV1323,2017-08,129.6,1,1
PROV41000980,2015-10,128.26775227157145,2,1
PROV41000980,2018-09,127.97999999999999,2,1
PROV1781,2014-12,127.4683004249042,1,1
PROV40000500,2014-11,125.28,1,1
PROV1895,2020-08,124.97399999999999,1,1
PROV41000980,2019-04,124.92961702616273,2,1
PROV1875,2017-04,124.51319999999998,1,1
PROV1597,2016-06,122.66001224097636,2,2
PROV1572,2015-02,122.5044,1,1
PROV41000980,2014-07,117.38632089345748,2,1
PROV40000010,2020-03,115.80864321430204,1,1
PROV41000980,2015-04,114.912,2,1
PROV1509,2018-09,113.12925000000001,1,1
PROV40002065,2016-05,112.57071609329083,3,1
PROV1875,2019-04,112.40362082068125,1,1
PROV1681,2017-05,110.90252743514536,1,1
PROV41001401,2016-11,103.81321464105396,1,1
PROV40002720,2015-12,101.97693086402828,1,1
PROV41000980,2019-12,101.304,2,1
PROV40002065,2019-01,99.9872387020444,2,1
PROV40000735,2018-02,96.48,1,1
PROV41000980,2018-08,96.47999999999999,2,1
PROV1694,2014-07,91.158,1,1
PROV1975,2017-10,89.25599999999999,1,1
PROV40002065,2018-06,88.33719364259493,2,1
PROV40000010,2014-12,86.4365266527658,1,1
PROV1479,2016-05,86.39999999999999,1,1
PROV40000500,2016-09,85.698,1,1
PROV40000010,2015-08,85.4253181386559,1,1
PROV1551,2017-09,84.32569551448093,1,1
PROV1528,2019-07,78.11751027576665,1,1
PROV41000895,2017-10,77.85775508122818,1,1
PROV1781,2016-09,76.806,1,1
PROV40000187,2020-04,74.15999999999988,1,1
PROV2006,2017-09,73.61198062040707,1,1
PROV41000980,2015-05,71.82,2,1
PROV1414,2014-10,68.05439999999918,1,1
PROV1551,2018-07,65.2139207999997,1,1
PROV1940,2018-05,62.641736331857146,1,1
PROV41000980,2014-12,61.047609243030834,1,1
PROV40002180,2017-09,51.479999999999706,1,1
PROV40002180,2018-11,51.479999999999706,1,1
PROV41000980,2015-03,50.55140654286352,2,1
PROV41000980,2017-07,50.222861693136785,1,1
PROV40002180,2016-09,50.0399999999997,1,1
PROV41000980,2019-02,49.550324294294086,1,1
PROV40001470,2020-10,49.002182514061445,1,1
PROV40000010,2015-12,48.81179343896589,2,1
PROV1597,2014-11,44.459748000000005,1,1
PROV1528,2021-05,43.199999999999996,1,1
PROV40002120,2016-09,43.199999999999996,1,1
PROV40002065,2020-01,39.427200000000006,1,1
PROV1875,2020-12,39.272040000000004,1,1
PROV1968,2018-09,39.1008384,1,1
PROV1264,2014-11,37.28785706539777,1,1
PROV41000980,2014-09,33.99169691927317,1,1
PROV1851,2015-06,32.43,1,1
PROV41000980,2016-10,32.399999999999395,1,1
PROV1781,2020-05,32.28061682908015,1,1
PROV41001401,2014-10,31.40060424126955,1,1
PROV41000980,2015-09,31.32,1,1
PROV40002065,2020-06,30.448800000000002,1,1
PROV1551,2017-03,27.44809775999988,1,1
PROV1129,2020-05,23.4,1,1
PROV1940,2019-10,20.221390799999803,1,1
PROV1597,2016-04,17.634815999999933,1,1
PROV40002065,2020-05,17.378843915878686,1,1
PROV1551,2014-09,17.081567999999923,1,1
PROV41001270,2014-07,17.013029882507944,1,1
PROV41000980,2014-08,15.66,1,1
PROV1781,2021-02,15.47999999999988,1,1
PROV41000980,2014-10,12.527999999999999,1,1
PROV40002180,2020-05,11.681999999999935,1,1
PROV1475,2017-12,8.5257144,1,1
PROV1003,2019-05,7.601702493112575,3,2
PROV1003,2016-11,1.7817924465027926,2,1
PROV1003,2019-11,0.0,3,3
PROV1003,2017-07,0.0,2,3
PROV1003,2018-10,0.0,2,3
PROV1003,2014-10,0.0,2,2
PROV1003,2015-06,0.0,2,2
PROV1003,2015-11,0.0,2,2
PROV1003,2020-09,0.0,2,2
PROV1003,2020-10,0.0,2,1
PROV1003,2014-08,0.0,1,2
PROV1003,2015-01,0.0,1,2
PROV1003,2015-04,0.0,1,2
PROV1003,2015-05,0.0,1,2
PROV1003,2015-10,0.0,1,2
PROV1003,2016-01,0.0,1,2
PROV1003,2016-04,0.0,1,2
PROV1003,2016-10,0.0,1,2
PROV1003,2018-03,0.0,1,2
PROV1003,2019-03,0.0,1,2
PROV1003,2019-04,0.0,1,2
PROV1003,2019-09,0.0,1,2
PROV1003,2020-08,0.0,1,2
PROV1775,2014-11,0.0,1,2
PROV1003,2014-05,0.0,1,1
PROV1003,2014-06,0.0,1,1
PROV1003,2014-07,0.0,1,1
PROV1003,2014-09,0.0,1,1
PROV1003,2014-11,0.0,1,1
PROV1003,2015-02,0.0,1,1
PROV1003,2015-03,0.0,1,1
PROV1003,2015-07,0.0,1,1
PROV1003,2015-08,0.0,1,1
PROV1003,2015-09,0.0,1,1
PROV1003,2016-02,0.0,1,1
PROV1003,2016-03,0.0,1,1
PROV1003,2016-05,0.0,1,1
PROV1003,2016-06,0.0,1,1
PROV1003,2016-07,0.0,1,1
PROV1003,2016-08,0.0,1,1
PROV1003,2016-09,0.0,1,1
PROV1003,2016-12,0.0,1,1
PROV1003,2017-04,0.0,1,1
PROV1003,2017-05,0.0,1,1
PROV1003,2017-06,0.0,1,1
PROV1003,2017-09,0.0,1,1
